Time	roll	pitch	yaw	lat	lon	alt
2131	-1.8	1.13	-106.12	33.0195	-111.8527	23839.4
2132	-1.65	1.18	6.86	33.0195	-111.8526	23839.4
2133	-3.38	3.15	72.01	33.0195	-111.8526	23839.4
2134	-0.21	0.21	141.3	33.0196	-111.8525	23839.4
2135	-6.22	2.14	-145.48	33.0196	-111.8525	23839.4
2136	-1.05	-2.32	9.07	33.0197	-111.8524	23839.4
2137	-3.7	3.04	81.72	33.0198	-111.8524	23839.4
2138	-4.12	-0.23	166.57	33.0198	-111.8523	23839.4
2139	-2.8	2.57	-67.69	33.0199	-111.8523	23839.4
2140	-4.28	-1.12	13.71	33.0199	-111.8522	23839.4
2141	-5.45	-1.09	36.23	33.0199	-111.8521	23839.4
2142	-4.48	-0.21	55.06	33.0199	-111.8521	23839.4
2143	-4.43	0.63	56.03	33.0199	-111.852	23839.4
2144	-4.09	2.15	80.33	33.0199	-111.8518	23839.4
2145	-6.57	-0.47	109.9	33.0199	-111.8517	23839.4
2146	-4.78	-1.14	118.44	33.02	-111.8516	23839.4
2147	-0.67	-0.67	163.06	33.02	-111.8516	23839.4
2148	-3.7	0	172.39	33.02	-111.8515	23839.4
2149	-6.76	1.05	-175.31	33.0201	-111.8515	23839.4
2150	-3.64	-1.07	-158.32	33.0201	-111.8514	23839.4
2151	-0.46	1.37	104.74	33.0201	-111.8514	23839.4
2152	-0.47	-3.07	42.19	33.0202	-111.8513	23839.4
2153	-0.7	0.46	-10.31	33.0202	-111.8512	23839.4
2154	-5.07	-3.08	-77.9	33.0202	-111.8511	23839.4
2155	-6.6	-1.06	-138.76	33.0203	-111.8511	23839.4
2156	-4.62	1.26	-101.25	33.0203	-111.851	23839.4
2157	-4.43	-1.69	-98.24	33.0203	-111.8508	23839.4
2158	-2.42	-0.22	149.79	33.0203	-111.8507	23839.4
2159	-4.65	-1.62	17.45	33.0204	-111.8505	23839.4
2160	-2.29	-5.48	-109.53	33.0205	-111.8505	23839.4
2161	-3.71	-3.05	96.86	33.0205	-111.8504	23839.4
2162	-1.28	-1.7	35.12	33.0206	-111.8503	23839.4
2163	-2.11	-3.57	-46.96	33.0206	-111.8503	23839.4
2164	-3.2	0	138.47	33.0206	-111.8502	23839.4
2165	-1.34	-2.89	57.8	33.0207	-111.8501	23839.4
2166	-2.38	-2.61	-21.2	33.0207	-111.85	23839.4
2167	0	1.4	142.69	33.0208	-111.85	23839.4
2168	-1.33	-1.11	14.5	33.0208	-111.8499	23839.4
2169	-4.84	0	-132.65	33.0208	-111.8498	23839.4
2170	-0.21	-0.21	123.77	33.0208	-111.8496	23839.4
2171	-1.76	-0.44	36.97	33.0209	-111.8495	23839.4
2172	-3.95	2.41	-65.79	33.0209	-111.8493	23839.4
2173	0	-0.45	-149.49	33.0209	-111.8492	23839.4
2174	-3.21	4.11	101.64	33.0209	-111.8491	23839.4
2175	-1.36	-0.68	14.64	33.021	-111.849	23839.4
2176	-7.73	0	-53.52	33.021	-111.849	23839.4
2177	-3.07	-2.63	-103.43	33.021	-111.8489	23839.4
2178	-5.62	-0.43	149.46	33.0211	-111.8488	23839.4
2179	-4.01	-2	115.75	33.0211	-111.8488	23839.4
2180	-6.65	0.21	88.47	33.0212	-111.8487	23839.4
2181	-5.65	1.52	111.83	33.0213	-111.8486	23839.4
2182	-4.09	-1.59	158.51	33.0213	-111.8486	23839.4
2183	-3.72	-3.94	139.79	33.0213	-111.8485	23839.4
2184	-6.61	-0.66	112.08	33.0214	-111.8484	23839.4
2185	-5.17	-1.29	120.83	33.0214	-111.8483	23839.4
2186	-2.79	-0.21	105.77	33.0214	-111.8482	23839.4
2187	-6.43	0	84.55	33.0215	-111.8479	23839.4
2188	-2.67	1.11	159.62	33.0215	-111.8478	23839.4
2189	-5.21	-0.91	-39.24	33.0216	-111.8477	23839.4
2190	-2.75	0	35.42	33.0216	-111.8476	23839.4
2191	-2.56	-0.7	139.1	33.0216	-111.8474	23839.4
2192	-3.6	-0.9	-27.62	33.0217	-111.8474	23839.4
2193	-1.95	-0.65	78.55	33.0217	-111.8473	23839.4
2194	-4.21	0	140.43	33.0218	-111.8472	23839.4
2195	-0.85	-1.49	-75.42	33.0218	-111.8471	23839.4
2196	-4.73	0	-7.81	33.0219	-111.8471	23839.4
2197	-4.33	0	6.31	33.0219	-111.847	23839.4
2198	-4.26	-1.34	41.49	33.0219	-111.8469	23839.4
2199	-2.1	0	97.36	33.022	-111.8468	23839.4
2200	-3.87	-2.05	133.54	33.022	-111.8467	23839.4
2201	-7.45	-2.4	106.65	33.022	-111.8465	23839.4
2202	-6.29	0.65	95.47	33.022	-111.8462	23839.4
2203	-2.35	1.49	100.21	33.0221	-111.8461	23839.4
2204	-3.58	-1.47	58.05	33.0221	-111.846	23839.4
2205	-4.85	-2.11	23.02	33.0221	-111.8458	23839.4
2206	-4.63	1.39	11.75	33.0221	-111.8457	23839.4
2207	-2.18	2.91	1.82	33.0221	-111.8456	23839.4
2208	-2.96	-1.37	-10.55	33.0221	-111.8455	23839.4
2209	-6.08	-2.38	-8.74	33.0222	-111.8454	23839.4
2210	-3.92	0	0.97	33.0222	-111.8452	23839.4
2211	-1.92	0	8.17	33.0223	-111.8452	23839.4
2212	-3.34	-3.11	-42.03	33.0223	-111.8451	23839.4
2213	-1.82	-1.82	161.02	33.0223	-111.845	23839.4
2214	-1.14	-2.96	84.62	33.0224	-111.8449	23839.4
2215	-1.78	0.22	34.95	33.0224	-111.8448	23839.4
2216	-6.9	-3.11	13.49	33.0224	-111.8447	23839.4
2217	-4.53	-0.43	-0.4	33.0225	-111.8444	23839.4
2218	-2.51	-0.63	17.81	33.0225	-111.8443	23839.4
2219	-6.97	-0.61	40.71	33.0225	-111.8441	23839.4
2220	-2.76	0.42	86.92	33.0225	-111.844	23839.4
2221	-3.83	-4.49	103.6	33.0225	-111.8439	23839.4
2222	-3.77	-1.41	57.45	33.0225	-111.8438	23839.4
2223	-5.98	2.53	65.66	33.0225	-111.8437	23839.4
2224	-2.92	0.67	136.57	33.0226	-111.8436	23839.4
2225	-7.45	1.09	161.32	33.0226	-111.8435	23839.4
2226	-3.23	-0.22	-93.49	33.0226	-111.8435	23839.4
2227	-4.1	-1.02	25.76	33.0226	-111.8434	23839.4
2228	-3.86	-1.5	104.46	33.0226	-111.8433	23839.4
2229	-4.23	-0.89	160.87	33.0226	-111.8433	23839.4
2230	-3.81	-2.24	-136.74	33.0225	-111.8432	23839.4
2231	-4.69	-0.22	-49.06	33.0225	-111.8431	23839.4
2232	-2.05	-1.14	24.39	33.0226	-111.8429	25134.1
2233	-6.95	-0.23	43.92	33.0226	-111.8428	25134.1
2234	-5.15	0.7	54.71	33.0226	-111.8426	25134.1
2235	-2.31	-2.08	71.55	33.0225	-111.8425	25134.1
2236	-3.86	-0.91	62.71	33.0225	-111.8424	25134.1
2237	-2	0.44	80.5	33.0225	-111.8423	25134.1
2238	-5.12	-1.28	137.12	33.0225	-111.8422	25134.1
2239	-5.1	-0.42	-169.54	33.0225	-111.8421	25134.1
2240	-2.32	-1.48	-79.52	33.0225	-111.842	25134.1
2241	-2.63	-0.88	-89.85	33.0224	-111.8419	25134.1
2242	-4.5	2.25	-150.61	33.0224	-111.8418	25134.1
2243	-3.12	0.22	-157.84	33.0224	-111.8417	25134.1
2244	-0.23	-0.68	121.35	33.0223	-111.8417	25134.1
2245	-2.86	0.44	33.99	33.0223	-111.8416	25134.1
2246	-1.31	-0.65	-139.93	33.0222	-111.8414	25197.8
2247	-4.93	0	104.6	33.0222	-111.8414	25197.8
2248	-4.65	-2.21	63.31	33.0222	-111.8413	25197.8
2249	-5.25	-1.09	34.23	33.0222	-111.8413	25197.8
2250	-5.6	0.67	7.11	33.0222	-111.8412	25197.8
2251	-4.5	1.12	-25.49	33.0222	-111.8412	25197.8
2252	-6.88	0.66	-72.2	33.0222	-111.8411	25197.8
2253	-4.98	-1.73	-114.78	33.0222	-111.841	25197.8
2254	-3.4	0.43	170.92	33.0222	-111.841	25197.8
2255	-6.32	0.22	120.51	33.0222	-111.8409	25197.8
2256	-4.8	1.74	124.46	33.0222	-111.8408	25197.8
2257	-2.23	0	172.56	33.0222	-111.8407	25197.8
2258	-5.48	0	-148.52	33.0222	-111.8406	25197.8
2259	-6.16	-0.68	-125.06	33.0222	-111.8405	25197.8
2260	-5.02	-2.18	-105.71	33.0222	-111.8404	25270.8
2261	-4.32	0	-123.31	33.0223	-111.8403	25270.8
2262	-1.91	0.42	-49.58	33.0223	-111.8403	25270.8
2263	-4.45	-1.69	21.48	33.0223	-111.8402	25270.8
2264	-4.89	0	62.64	33.0223	-111.8401	25270.8
2265	-3.76	-0.88	133.69	33.0224	-111.8401	25270.8
2266	-4.42	-0.46	-121.35	33.0224	-111.84	25270.8
2267	-6.39	-1.42	-62	33.0224	-111.8399	25270.8
2268	-4.12	0.91	-27.06	33.0224	-111.8398	25270.8
2269	-1.1	-1.54	27.72	33.0224	-111.8397	25270.8
2270	-5.8	0.22	43.08	33.0224	-111.8396	25270.8
2271	-3.99	2.44	78.37	33.0224	-111.8394	25270.8
2272	-5.82	-0.22	109.67	33.0225	-111.8393	25270.8
2273	-2.82	-2.17	58.02	33.0225	-111.8392	25270.8
2274	-7.54	0	-4.75	33.0225	-111.839	25270.8
2275	-4.28	0.22	3.74	33.0226	-111.8388	25270.8
2276	-1.59	-0.91	4.36	33.0226	-111.8387	25270.8
2277	-4.97	-2.71	-56.2	33.0227	-111.8386	25270.8
2278	-4.01	-1.11	-140.06	33.0227	-111.8385	25270.8
2279	-5.93	1.75	-149.57	33.0228	-111.8385	25270.8
2280	-4.68	1.27	-72.19	33.0228	-111.8384	25270.8
2281	-5.37	-3	-71.71	33.0228	-111.8383	25270.8
2282	-4.78	-0.22	-178.58	33.0229	-111.8382	25270.8
2283	-5.6	0.22	161.48	33.0229	-111.8381	25270.8
2284	-2.99	-0.69	-175.45	33.023	-111.838	25270.8
2285	-3.83	1.13	146.88	33.023	-111.8379	25270.8
2286	-6.91	0.65	144.68	33.023	-111.8378	25270.8
2287	-5.31	-1.06	-116.9	33.0231	-111.8377	25270.8
2288	-6.5	-1.05	-42.74	33.0231	-111.8376	25270.8
2289	-3.11	0.67	-12.86	33.0231	-111.8375	25270.8
2290	-2.48	0	14.01	33.0231	-111.8372	25270.8
2291	-7.68	0.68	19.66	33.0231	-111.8371	25270.8
2292	-6.34	-0.45	38.07	33.0232	-111.837	25270.8
2293	-5.47	-1.53	76.99	33.0233	-111.8369	25270.8
2294	-4.24	0	135.51	33.0233	-111.8368	25270.8
2295	-4.07	-0.64	-141.23	33.0234	-111.8368	25270.8
2296	-4.33	-0.22	-61.9	33.0234	-111.8367	25270.8
2297	-2.87	0.22	15.76	33.0234	-111.8366	25270.8
2298	-3.35	1.56	83.56	33.0234	-111.8365	25270.8
2299	-3.39	1.36	140.63	33.0235	-111.8364	25270.8
2300	-2.03	2.7	-109.02	33.0235	-111.8363	25270.8
2301	-3.63	0.23	-10.14	33.0235	-111.8362	25270.8
2302	-6.62	0	-7.07	33.0236	-111.8361	25270.8
2303	-4.5	0.43	-13.79	33.0236	-111.836	25270.8
2304	-3.63	0.43	4.86	33.0236	-111.8359	25270.8
2305	-5.98	0.23	63.44	33.0237	-111.8356	25270.8
2306	-4.4	-0.23	51.61	33.0237	-111.8356	25270.8
2307	-4.2	0.44	40.01	33.0238	-111.8355	25270.8
2308	-3.56	-0.22	61.02	33.0238	-111.8354	25270.8
2309	-4.6	-1.97	72.47	33.0239	-111.8354	25270.8
2310	-3.23	0.22	55.42	33.0239	-111.8353	25270.8
2311	-5.17	0.86	46.66	33.024	-111.8353	25270.8
2312	-6.01	-1.07	44.34	33.0241	-111.8352	25270.8
2313	-3.98	-0.22	-5.17	33.0241	-111.8351	25270.8
2314	-4.47	-2.01	-93.74	33.0242	-111.8351	25270.8
2315	-4.26	0.22	155.57	33.0243	-111.835	25270.8
2316	-5.91	-2.72	96.58	33.0243	-111.8349	25270.8
2317	-2.67	-0.89	22.58	33.0244	-111.8348	25270.8
2318	-4.35	-1.52	-64.45	33.0245	-111.8346	25599.6
2319	-4.13	0.43	-162.56	33.0245	-111.8345	25599.6
2320	-3.48	-1.96	148.98	33.0245	-111.8344	25599.6
2321	-3.01	0.22	83.86	33.0246	-111.8343	25599.6
2322	-3.93	-2.18	43.41	33.0246	-111.8342	25599.6
2323	-1.99	-1.77	5.06	33.0247	-111.8341	25599.6
2324	-5.89	0	-31.52	33.0247	-111.8341	25599.6
2325	-3.91	-0.46	-50.05	33.0248	-111.834	25599.6
2326	-2.29	-0.69	-94.17	33.0248	-111.8339	25599.6
2327	-4.54	-2.49	-163.06	33.0248	-111.8338	25599.6
2328	-2.65	-1.77	129.94	33.0249	-111.8338	25599.6
2329	-5.71	-1.1	97.44	33.025	-111.8337	25599.6
2330	-5.14	-1.71	86.07	33.025	-111.8337	25599.6
2331	-4.53	1.29	76.02	33.0251	-111.8336	25599.6
2332	-4.68	0.42	73.4	33.0252	-111.8336	25599.6
2333	-4.87	-0.66	51.92	33.0253	-111.8335	25599.6
2334	-5.87	0.23	22.73	33.0253	-111.8334	25599.6
2335	-4.29	0.71	46.46	33.0254	-111.8333	25599.6
2336	-4.57	-2.28	69.69	33.0254	-111.8333	25599.6
2337	-0.67	-1.57	37.9	33.0255	-111.8332	25599.6
2338	-4.78	0	-12.69	33.0255	-111.8331	25599.6
2339	-4.89	-1.7	-40.29	33.0256	-111.833	25599.6
2340	-3.94	-1.45	-138.09	33.0256	-111.8329	25599.6
2341	-3.16	-1.47	134.71	33.0256	-111.8328	25599.6
2342	-4.57	0.65	98.05	33.0257	-111.8327	25599.6
2343	-5.53	-0.92	93.61	33.0257	-111.8326	25599.6
2344	-0.46	-2.55	57.46	33.0257	-111.8325	25599.6
2345	-6.37	0.23	5.24	33.0258	-111.8325	25599.6
2346	-6.39	-1.32	9.76	33.0259	-111.8324	25599.6
2347	-4.98	-1.51	-47.91	33.0261	-111.8322	25599.6
2348	-4.09	-3.01	-83.97	33.0262	-111.8321	25599.6
2349	-4.93	1.12	-128	33.0263	-111.8321	25599.6
2350	-2.95	1.82	-32.12	33.0264	-111.832	25599.6
2351	-5.3	1.61	36.44	33.0264	-111.832	25599.6
2352	-6.59	-0.91	71.22	33.0265	-111.8319	25599.6
2353	-8.48	-1.33	117.33	33.0266	-111.8318	25599.6
2354	-4.15	-1.09	-63.65	33.0267	-111.8317	25599.6
2355	-4.3	2.36	50.8	33.0267	-111.8316	25599.6
2356	-6.2	-1.07	117.96	33.0268	-111.8315	25599.6
2357	-4.6	-0.88	-130.99	33.0269	-111.8314	25599.6
2358	-4.45	1.11	25.49	33.0269	-111.8313	25599.6
2359	-1.65	0	149.76	33.027	-111.8313	25599.6
2360	0.66	0	-31.78	33.0271	-111.8312	25599.6
2361	-3.58	0.45	68.82	33.0273	-111.831	25599.6
2362	-1.33	-1.33	148.55	33.0274	-111.8309	25599.6
2363	-6.05	2.16	-160.44	33.0275	-111.8308	25599.6
2364	-3.8	0.21	-21.27	33.0276	-111.8307	25599.6
2365	-0.21	1.06	80.01	33.0277	-111.8307	25599.6
2366	-2.19	1.1	-167.12	33.0278	-111.8306	25599.6
2367	-0.44	0.66	-39.88	33.0279	-111.8305	25599.6
2368	-5.64	1.8	27.34	33.028	-111.8304	25599.6
2369	-3.66	1.6	69.35	33.0281	-111.8303	25599.6
2370	-5.6	-0.22	147.07	33.0281	-111.8302	25599.6
2371	-4.93	0.45	-83.66	33.0282	-111.8301	25599.6
2372	-4.09	0	28.81	33.0282	-111.8299	25599.6
2373	-2.65	-1.33	114.99	33.0283	-111.8298	25599.6
2374	-3.33	1.99	-137.09	33.0284	-111.8297	25599.6
2375	-4.23	-0.44	13.3	33.0284	-111.8296	25599.6
2376	-3.66	0.86	76.95	33.0286	-111.8293	25940.8
2377	-6.27	1.08	140.74	33.0286	-111.8292	25940.8
2378	-4.66	0.42	-128.62	33.0287	-111.8291	25940.8
2379	-6.8	-1.09	-63.29	33.0287	-111.829	25940.8
2380	-3.84	0.23	-59.63	33.0288	-111.8288	25940.8
2381	-3.66	0.69	-45.48	33.0288	-111.8287	25940.8
2382	-4.95	0.45	-6.33	33.0289	-111.8286	25940.8
2383	-4.69	0.89	47.12	33.029	-111.8285	25940.8
2384	-6.94	-0.65	81.86	33.0291	-111.8284	25940.8
2385	-6.01	-0.86	90.77	33.0291	-111.8283	25940.8
2386	-1.87	1.04	115.48	33.0292	-111.8282	25940.8
2387	-4.09	-0.21	139.1	33.0293	-111.8281	25940.8
2388	-6.79	0.23	159.78	33.0293	-111.828	25940.8
2389	-3.38	-1.58	-179.15	33.0294	-111.8279	25940.8
2390	-2.7	0.23	112.75	33.0295	-111.8277	25940.8
2391	-4.47	-4.68	50.04	33.0296	-111.8275	25940.8
2392	-3.09	-0.44	-45.57	33.0296	-111.8274	25940.8
2393	1.5	-2.14	138.13	33.0296	-111.8273	25940.8
2394	-4.38	-0.88	30.68	33.0297	-111.8272	25940.8
2395	-2.6	1.3	-43	33.0297	-111.827	25940.8
2396	-3.05	-3.26	-158.41	33.0297	-111.8269	25940.8
2397	-5.13	-0.45	70.69	33.0298	-111.8268	25940.8
2398	0.66	-0.66	-15.4	33.0298	-111.8266	25940.8
2399	-3.78	-0.44	-148.58	33.0299	-111.8265	25940.8
2400	-0.88	0.66	94.94	33.0299	-111.8264	25940.8
2401	-1.36	-1.82	-14.27	33.03	-111.8262	25940.8
2402	-6.11	0.23	-178.39	33.03	-111.8261	25940.8
2403	0	0	95.1	33.0301	-111.826	25940.8
2404	-4.03	3.59	-147.65	33.0303	-111.8256	25940.8
2405	-5.86	-1.25	112.55	33.0304	-111.8254	25940.8
2406	-4.89	0.85	0	33.0305	-111.8253	25940.8
2407	-2.55	0.43	8.18	33.0306	-111.8252	25940.8
2408	-4.26	0	-137.21	33.0307	-111.8251	25940.8
2409	-0.23	0.69	87.27	33.0307	-111.825	25940.8
2410	-6.6	-0.71	15.98	33.0308	-111.8248	25940.8
2411	-0.44	2	-76.7	33.0309	-111.8247	25940.8
2412	-4.62	1.32	-154.91	33.0309	-111.8246	25940.8
2413	-3.92	-3.26	-147.3	33.031	-111.8245	25940.8
2414	-5.1	-0.85	133.94	33.031	-111.8244	25940.8
2415	-2.74	-3.36	62.23	33.0311	-111.8242	25940.8
2416	-6.7	0.43	1.92	33.0311	-111.8241	25940.8
2417	-5.29	-1.1	-24.93	33.0312	-111.824	25940.8
2418	-4.17	-0.46	139.46	33.0314	-111.8237	25940.8
2419	-1.57	2.46	91.26	33.0314	-111.8236	25940.8
2420	-4.18	-1.76	50.49	33.0315	-111.8235	25940.8
2421	-1.75	0	-3.27	33.0316	-111.8234	25940.8
2422	-5.06	-1.1	-77.15	33.0316	-111.8233	25940.8
2423	-4.84	-1.1	-116.08	33.0317	-111.8232	25940.8
2424	-3.08	2.2	-101.01	33.0318	-111.8231	25940.8
2425	-4.16	0	-19	33.0319	-111.823	25940.8
2426	-8.04	-0.22	1.34	33.032	-111.8229	25940.8
2427	-4.16	-1.31	-16.31	33.032	-111.8228	25940.8
2428	-2.4	-0.44	-12.31	33.0321	-111.8227	25940.8
2429	-5.53	0	8.58	33.0322	-111.8226	25940.8
2430	-6.34	0.87	31.65	33.0323	-111.8225	25940.8
2431	-3.74	-3.08	58.06	33.0324	-111.8224	25940.8
2432	-3.54	-2.65	-127.24	33.0326	-111.8221	25940.8
2433	-2.22	0.67	-57.4	33.0327	-111.822	25940.8
2434	-3.99	1.11	-59.17	33.0328	-111.8218	25940.8
2435	-7.45	-0.87	-37.75	33.0329	-111.8217	25940.8
2436	-5.07	0	4.83	33.0329	-111.8216	25940.8
2437	-4.02	-3.79	43.85	33.033	-111.8215	25940.8
2438	-4.56	-1.82	51.3	33.0331	-111.8214	25940.8
2439	-1.12	1.34	88.81	33.0331	-111.8213	25940.8
2440	-1.54	-0.22	-168.33	33.0332	-111.8212	25940.8
2441	-2.16	-0.65	-29.12	33.0333	-111.8211	25940.8
2442	-1.52	-0.87	65.39	33.0334	-111.821	25940.8
2443	-4.4	-1.1	169.99	33.0335	-111.821	25940.8
2444	-2.2	1.1	-39.98	33.0336	-111.8208	26351.7
2445	-2.68	0.45	38.22	33.0337	-111.8208	26351.7
2446	-4.91	2.9	68.8	33.0338	-111.8207	26351.7
2447	-3.54	1.55	125.33	33.0339	-111.8205	26351.7
2448	-3.74	0.44	-146.02	33.034	-111.8204	26351.7
2449	-5.97	-0.66	-24.12	33.0342	-111.8203	26351.7
2450	-3.3	-0.66	33.97	33.0343	-111.8202	26351.7
2451	-3.92	-2.61	62.16	33.0344	-111.8201	26351.7
2452	-5.07	-0.66	51.77	33.0345	-111.82	26351.7
2453	-3.43	0.86	70.1	33.0345	-111.8199	26351.7
2454	-2.61	0.87	155.36	33.0346	-111.8197	26351.7
2455	-4.01	0.89	-105.18	33.0347	-111.8196	26351.7
2456	-7.55	-0.68	-52.42	33.0348	-111.8195	26351.7
2457	-3.69	-1.15	-48.95	33.0348	-111.8193	26351.7
2458	-1.62	1.85	-51.37	33.0349	-111.8192	26351.7
2459	-4.29	0.23	-24.18	33.0351	-111.819	26351.7
2460	-5.51	-0.66	-6.33	33.0351	-111.8189	26351.7
2461	-4.18	-0.88	29.55	33.0352	-111.8188	26351.7
2462	-4.13	-1.3	80.85	33.0352	-111.8187	26351.7
2463	-2.19	0.87	118.54	33.0353	-111.8186	26351.7
2464	-4.5	1.07	118.17	33.0353	-111.8185	26351.7
2465	-6.61	-1.76	104.74	33.0354	-111.8183	26351.7
2466	-3.45	-0.69	98.59	33.0354	-111.8182	26351.7
2467	-3.24	-0.23	110.96	33.0355	-111.8181	26351.7
2468	-4.52	0	130.97	33.0355	-111.818	26351.7
2469	-3.96	-1.32	110.58	33.0356	-111.8179	26351.7
2470	-3.9	0.65	82.18	33.0356	-111.8177	26351.7
2471	-4.22	1.48	110.22	33.0357	-111.8176	26351.7
2472	-6.41	0.43	149.72	33.0358	-111.8174	26351.7
2473	-4.96	-0.43	162.96	33.0359	-111.8173	26351.7
2474	-3.52	-0.44	167.75	33.036	-111.817	26351.7
2475	-6.42	0.46	-170.47	33.0361	-111.8169	26351.7
2476	-5.47	0.24	-135.7	33.0361	-111.8167	26351.7
2477	-2.01	-1.12	-158.29	33.0362	-111.8166	26351.7
2478	-3.06	0.87	155.34	33.0362	-111.8165	26351.7
2479	-5.56	0	-151.09	33.0363	-111.8163	26351.7
2480	-5.12	0.85	-58.07	33.0363	-111.8162	26351.7
2481	-3.42	-0.43	-74.05	33.0363	-111.8161	26351.7
2482	-6.46	0.64	-165.9	33.0363	-111.816	26351.7
2483	-5.17	0.22	-127.16	33.0364	-111.8158	26351.7
2484	-1.16	-2.55	-97.97	33.0364	-111.8157	26351.7
2485	-2.75	-0.23	122.34	33.0365	-111.8155	26351.7
2486	0	1.09	30.1	33.0365	-111.8154	26351.7
2487	-4.38	-0.22	9.6	33.0366	-111.8152	26351.7
2488	-7.89	0.43	-138.65	33.0368	-111.8148	26351.7
2489	-6.1	-0.22	-164.98	33.0369	-111.8147	26351.7
2490	-0.45	1.12	151.73	33.037	-111.8145	26351.7
2491	-1.58	-1.58	37.31	33.037	-111.8144	26351.7
2492	-5.57	0.23	-87.16	33.0371	-111.8142	26351.7
2493	-3.11	1.33	145.74	33.0372	-111.8141	26351.7
2494	-6.61	0.22	82.78	33.0372	-111.814	26351.7
2495	-2.19	2.63	25.16	33.0373	-111.8138	26351.7
2496	-5.43	1.95	-37.16	33.0373	-111.8137	26351.7
2497	-0.65	0.22	-163.87	33.0374	-111.8136	26351.7
2498	-3.95	-0.66	64.42	33.0374	-111.8134	26351.7
2499	-4.82	2.4	-7.33	33.0375	-111.8133	26351.7
2500	-1.95	-2.38	-60.64	33.0375	-111.8132	26351.7
2501	-3.43	1.14	145.58	33.0377	-111.8129	26688.8
2502	0.45	0	42.56	33.0377	-111.8127	26688.8
2503	-4.45	2.44	-38.84	33.0378	-111.8126	26688.8
2504	-1.51	-0.65	-98.73	33.0378	-111.8124	26688.8
2505	-1.69	-0.63	144.32	33.0379	-111.8122	26688.8
2506	-1.71	0.64	35.76	33.038	-111.8121	26688.8
2507	-0.22	-3.66	-98.23	33.0381	-111.8119	26688.8
2508	-6.48	0.86	94.95	33.0381	-111.8117	26688.8
2509	0	0.23	47.31	33.0382	-111.8116	26688.8
2510	-2.82	2.11	8.32	33.0383	-111.8115	26688.8
2511	-0.68	-2.25	-40.05	33.0383	-111.8113	26688.8
2512	-2	0	176.99	33.0383	-111.8112	26688.8
2513	-2.21	-2.65	105.55	33.0384	-111.811	26688.8
2514	-5.07	0	59.54	33.0384	-111.8109	26688.8
2515	-7.1	-2.14	30	33.0385	-111.8108	26688.8
2516	-5.04	2.4	-8.25	33.0385	-111.8106	26688.8
2517	-4.15	2.18	-7.82	33.0386	-111.8103	26688.8
2518	0	-0.21	-43.76	33.0386	-111.8102	26688.8
2519	-5.04	0.22	161.27	33.0386	-111.81	26688.8
2520	-0.65	-2.18	93.56	33.0387	-111.8098	26688.8
2521	-5.29	1.32	58.44	33.0387	-111.8096	26688.8
2522	-6.59	2.49	74.5	33.0388	-111.8095	26688.8
2523	-3.98	-2.21	120.75	33.0388	-111.8093	26688.8
2524	-6.29	-1.57	143.76	33.0389	-111.8091	26688.8
2525	-2.47	0.9	-150.42	33.039	-111.809	26688.8
2526	-2.4	0.44	-40.96	33.039	-111.8088	26688.8
2527	-5.73	2.64	-29.5	33.0391	-111.8086	26688.8
2528	-4.73	-0.45	-4.45	33.0392	-111.8085	26688.8
2529	-6.29	-0.45	59.44	33.0392	-111.8083	26688.8
2530	-2.76	-0.64	-7.39	33.0394	-111.8078	26688.8
2531	-6.22	-1.71	85.44	33.0395	-111.8077	26688.8
2532	-1.29	-1.93	-69.23	33.0396	-111.8075	26688.8
2533	-0.22	-1.08	71.96	33.0397	-111.8074	26688.8
2534	-4.8	0.44	121.21	33.0397	-111.8072	26688.8
2535	-2.25	0.45	178.83	33.0398	-111.807	26688.8
2536	-7.27	-1.13	-90.53	33.0398	-111.8069	26688.8
2537	-3.97	0.47	6.32	33.0399	-111.8067	26688.8
2538	-5.11	-0.23	91.03	33.04	-111.8066	26688.8
2539	-3.14	-0.45	-111.4	33.04	-111.8064	26688.8
2540	-0.43	0.43	30.99	33.0401	-111.8062	26688.8
2541	-6.57	1.48	83.97	33.0401	-111.806	26688.8
2542	-2.54	1.69	130.05	33.0402	-111.8059	26688.8
2543	-5.52	-1.48	-162.21	33.0402	-111.8057	26688.8
2544	-5.11	-2	42.74	33.0404	-111.8051	26688.8
2545	-4.88	-1.62	112.62	33.0404	-111.805	26688.8
2546	-5.38	-0.23	-159.88	33.0405	-111.8048	26688.8
2547	-5.56	-3.55	-10.46	33.0405	-111.8047	26688.8
2548	-4.47	0	74.55	33.0406	-111.8045	26688.8
2549	-6.1	0	-138	33.0407	-111.8044	26688.8
2550	-1.7	-0.21	32.9	33.0407	-111.8043	26688.8
2551	-4.73	1.5	101	33.0408	-111.8042	26688.8
2552	-5.65	-0.43	163.9	33.0409	-111.8041	26688.8
2553	-6.61	0.22	-121.59	33.0409	-111.8039	26688.8
2554	-5.96	-2.29	6.51	33.041	-111.8038	26688.8
2555	-4.18	0	82.29	33.041	-111.8036	26688.8
2556	-5.71	0.48	-137.44	33.0411	-111.8035	26688.8
2557	-1.55	0.22	11.75	33.0412	-111.8032	26688.8
2558	-7.58	3.24	66.97	33.0413	-111.803	26688.8
2559	-2.55	1.06	110.22	33.0414	-111.8029	26688.8
2560	-7.47	-1.91	130.87	33.0415	-111.8027	26688.8
2561	-4.37	0.62	139.78	33.0415	-111.8026	26688.8
